FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON,
106470871,MERCY MEDICAL CENTER - MT. SHASTA,07/01/2019,06/30/2020,366,Audited,Incl. Ind. Audit Adj.,Siskiyou,1,205,Non-Profit,General,Comparable,Rural,530-225-6374,914 PINE STREET,MT. SHASTA,96067,RODGER PAGE,PRESIDENT,WWW.MERCY.ORG,DIGNITY HEALTH,KENTON FONG,DIGNITY HEALTH,3,05-1319,,HSP30419I,25,25,8,"1,545",93,74,520,0,88,282,23,0,"2,625",450,20,36,204,0,39,109,11,0,869,25,0,0,0,0,0,"2,625",0,0,0,0,0,869,0,0,0,0,0,28.7,28.7,3,3,0,0,0,"32,745",809,"2,284","17,207",0,"3,056","13,351","1,803",14,"71,269","9,084","19,771",0,"35,529",0,2,"35,970","101,430",279,"1,816",85,37,"133,423,628","71,725,726","242,669","61,940,571","3,428,060","62,769,340","2,599,291","8,815,658","79,936",0,0,"11,335,013","10,569,245","35,361,021","87,493,362","20,977,061","767,490","1,358,701","6,649,738",0,"2,222,838","4,675,673","426,600",0,"37,078,101","44,696,982","1,363,116","3,237,609","21,635,164",0,"5,510,889","17,913,085","1,973,660","15,022","96,345,527","41,296,855","1,456,064","1,592,470","15,173,053","-78,989",0,"2,873,995","3,899,523","791,435",0,"2,759,133",0,"1,962,187",0,"242,669",0,0,"23,096,351","624,789","2,579,767","12,769,473",0,"4,451,262","18,170,727","251,730","-3,528",0,"623,658","127,786","268,678",0,0,"5,226,793","11,052,367","17,617,526",0,0,"8,108",0,"10,623,163","2,749,309","11,652,650","3,839,424","21,183,425","12,857,075","2,937,738","1,221,634","7,053,492","9,978,569","5,303,453","139,989","319,110","58,773","1,716,082","34,436,939","1,348,501","22,890,394","6,946,280","5,064,504",0,"70,686,618","20,218,842",0,"1,516,240","48,951,536","70,686,618","17,873,732","18,987,193","-12,835,115","14,625,974","9,812,007","28,012,844","5,122,450",0,0,"1,516,240","1,516,240",0,0,"1,368,218",224,41,"410,833","63,668","474,501",34,0,"52,340","109,253","80,100",0,"3,962","87,156","33,066","36,721","2,131","6,104","50,245","100,396","107,284",0,"76,396","36,202","40,310",0,"61,942","113,779","122,267",0,"87,709","42,831","45,973",0,
106450949,MERCY MEDICAL CENTER - REDDING,07/01/2019,06/30/2020,366,Audited,Incl. Ind. Audit Adj.,Shasta,1,209,Non-Profit,General,Comparable,,530-225-6000,2175 ROSALINE AVE,REDDING,96001,TODD SMITH,PRESIDENT,WWW.DIGNITYHEALTH.ORG,DIGNITY HEALTH,KENTON FONG,DIGNITY HEALTH,2,05-0280,,ZZR00280G,266,266,173,"28,629","1,394","3,202","13,736",0,"2,891","8,335",492,11,"58,690","6,004",273,629,"3,163",0,660,"2,323",163,4,"13,219",266,0,0,0,0,0,"58,690",0,0,0,0,0,"13,219",0,0,0,0,0,60.3,60.3,4.4,4.4,0,0,0,"100,261","2,981","6,524","45,199",0,"9,876","29,637","4,244",182,"198,904","49,698","30,654","16,083","78,008",0,6,"527,680","400,620","3,990","3,877","1,258",587,"2,024,422,226","1,496,445,896","305,800","528,282,130","11,302,069","491,630,591","47,953,608","82,882,169","304,274",0,0,"130,531,503","353,771,016","401,576,408","1,269,074,802","586,990,220","28,269,458","61,498,216","242,049,678",0,"62,112,882","168,772,640","12,885,143","702,494","1,163,280,731","402,233,982","13,828,747","24,829,948","185,701,682",0,"49,764,287","167,013,864","16,722,604","1,046,381","861,141,495","818,432,239","35,193,603","63,035,368","297,319,313",0,0,"86,389,696","141,527,426","14,042,696",0,"24,143,122",0,"16,362,433",0,"305,800",0,0,"164,794,391","6,300,262","19,894,110","126,485,232",0,"22,995,963","185,131,574","2,316,933","363,665",0,"-7,972,742","475,648","24,228,461",0,0,"91,452,530","57,870,209","158,212,324",0,0,"231,213","4,744,069","58,474,748","17,511,888","87,181,527","15,952,083","145,050,825","87,034,410","30,968,123","11,702,937","93,474,110","64,987,731","20,494,326","1,599,531","2,688,346","580,338","33,049,914","970,518,831",0,"124,297,506","16,403,989","27,098,013",0,"1,138,318,339","154,092,076","98,960","14,029,622","970,097,681","1,138,318,339","122,004,915","282,250,289","-214,739,798","89,450,100","35,470,829","142,783,800","18,486,294",0,0,"15,592,146","15,592,146","1,562,524",0,"3,593,550","1,448",553,"2,738,406","385,851","3,124,257",422,27,"239,999","586,570","904,234","9,651","154,691","290,067","210,681","230,343","81,828","30,342","892,000","425,505","639,146","55,919","415,663","84,808","225,365",0,"1,017,864","483,285","731,794","61,288","471,310","96,092","262,624",0,
106340950,MERCY SAN JUAN HOSPITAL,07/01/2019,06/30/2020,366,Audited,Incl. Ind. Audit Adj.,Sacramento,2,309,Non-Profit,General,Comparable,,916-537-5000,6501 COYLE AVENUE,CARMICHAEL,95608,MICHAEL KORPIEL,PRESIDENT,WWW.MERCYSANJUAN.ORG,DIGNITY HEALTH,KENTON FONG,DIGNITY HEALTH,2,05-0516,,,370,370,254,"23,537","11,390","11,325","21,438",0,"2,462","13,448","1,004",1,"84,605","5,400","2,674","1,908","5,265",0,548,"3,228",266,1,"19,290",370,0,0,0,0,0,"84,605",0,0,0,0,0,"19,290",0,0,0,0,0,62.5,62.5,4.4,4.4,0,0,0,"64,051","24,721","10,641","34,206",0,"3,989","27,778","4,698",823,"170,907","72,301","2,136","36,039","22,860","6,212",16,"685,260","460,440","4,809","8,358","1,270",540,"3,144,858,358","2,515,805,835","83,770,672","712,823,195","39,909,794","699,614,566","53,118,423","96,897,036","1,764,020",0,0,"148,251,439","745,643,868","413,067,376","1,986,147,114","613,325,884","304,318,136","248,934,218","484,547,358",0,"71,240,462","367,672,961","27,091,772","54,988","2,117,185,779","261,939,321","126,432,579","57,530,971","243,610,622",0,"18,742,071","281,706,803","32,952,912","4,757,300","1,027,672,579","727,017,367","376,604,499","234,357,237","551,618,887","-7,129,347",0,"74,611,782","439,185,455","20,725,106",0,"56,405,876",0,"42,408,973","13,169,180",0,0,"70,601,492","136,895,307","61,565,058","60,674,725","168,809,860",0,"14,811,755","268,114,591","1,294,322","657,577",0,"-29,921,655","701,566","1,758,224",0,0,"157,281,941","65,970,194","174,870,002","29,071,923",0,"554,133","366,860","76,224,581","20,548,455","149,239,445","25,487,032","224,140,377","127,933,031","32,646,523","9,858,611","90,959,785","122,332,239","29,217,739","2,922,805","3,270,690","3,554,173","52,778,593","310,935,019",0,"211,949,867","35,347,118","26,027,538",0,"584,259,542","166,186,556","460,967","60,967,920","356,644,099","584,259,542","86,670,567","503,161,909","-430,046,082","172,765,721","37,871,548","236,753,169","24,803,302",0,"25,364","66,966,888","66,992,252","6,024,332","32,238,324",0,"1,950",747,"3,600,472","538,554","4,139,026",675,2,"332,924","838,674","1,339,280","2,274","164,669","349,412","316,703","174,407","47,888","34,241","1,199,466","570,666","872,384","3,494","613,576","107,094","233,792",0,"1,404,457","650,673","1,003,355","3,495","694,159","123,361","259,526",0,
106013687,MERRITT PERALTA INSTITUTE CDRH,01/01/2020,12/31/2020,366,Audited,Incl. Ind. Audit Adj.,Alameda,5,417,Non-Profit,Specialty,Comparable,,510-869-8802,"3012 SUMMIT STREET, 5TH FLOOR",OAKLAND,94609,DR. GERALD KOZAI,CEO,WWW.ALTABATES.COM,SUTTER HEALTH,CHRISTINE HODGES,SUTTER HEALTH,,05-0043,HSC00043F,ZZR00043G,24,24,14,113,0,28,0,0,273,"4,124",36,59,"4,633",7,0,2,0,0,46,494,3,5,557,0,0,24,0,0,0,0,0,"4,633",0,0,0,0,0,557,0,0,0,52.7,52.7,8.3,8.3,0,0,0,0,0,0,0,0,26,"1,551",46,47,"1,670",48,0,0,0,0,0,0,0,0,0,0,0,"16,409,196","7,171,598",0,"9,237,598",964,"5,971,773","3,266,789",0,0,0,0,"3,266,789","10,862,749","2,363,426","3,183,021","124,805",0,"65,426",0,0,"849,583","12,637,579","66,139","171,991","13,915,523",0,0,0,0,0,"17,118","2,412,975","22,322","41,258","2,493,673","97,575",0,"56,163",0,0,0,"410,218","6,199,348","82,244",0,"119,459",0,"206,591",0,0,0,0,"27,230",0,"9,263",0,0,"456,483","8,737,952",0,"6,670",0,"-3,266,789",0,0,0,0,"2,989,399","619,108","700,465",0,0,504,0,"722,531","178,854","387,776","373,136","2,528,606","923,407","127,919","1,554","656,842","1,359,905","256,768",0,"18,617","66,134","32,021","1,486,342",0,0,0,"6,869",0,"1,493,211","1,455,181",0,"38,030",0,"1,493,211",0,"2,444,586","-1,857,930","11,918","61,524","73,442","73,442",0,0,0,"38,030",0,"277,379","2,878",39,17,"75,872","5,572","81,444",7,0,"7,216","26,471","26,987","7,464","1,244","6,482",0,0,0,8,"62,697","13,040",135,0,0,0,0,0,"67,301","13,998",145,0,0,0,0,0,
106340951,METHODIST HOSPITAL - SACRAMENTO,07/01/2019,06/30/2020,366,Audited,Incl. Ind. Audit Adj.,Sacramento,2,311,Non-Profit,General,Comparable,,916-423-3000,7500 HOSPITAL DRIVE,SACRAMENTO,95823,PHYLLIS BALTZ,PRESIDENT,WWW.METHODISTSACRAMENTO.ORG,DIGNITY HEALTH,KENTON FONG,DIGNITY HEALTH,,05-0590,HSC00590G,ZZR00590G,329,329,249,"11,403","6,288","47,990","12,051",0,410,"4,539",830,100,"83,611","1,995","1,107","1,339","2,964",0,100,"1,295",107,3,"8,910",158,0,0,0,171,0,"31,142",0,0,0,"52,469",0,"8,349",0,0,0,561,0,69.4,69.4,9.4,3.7,0,0,0,"11,664","6,828","6,050","34,177",0,"1,540","14,955","1,344",39,"76,597","54,456","14,044",0,"7,234","2,008",15,"183,870","248,010","1,954","5,497",908,385,"1,312,309,129","1,041,473,627","27,383,081","298,218,583","8,456,605","312,901,119","-6,225,931","1,924,062","630,647",0,0,"-4,932,516","340,197,968","251,163,658","720,947,503","183,666,846","95,767,979","162,491,191","226,204,448",0,"10,931,880","97,529,913","8,197,863","322,462","785,112,582","92,415,367","46,582,687","37,824,391","223,578,876",0,"15,907,782","95,077,223","15,737,724","72,497","527,196,547","229,759,678","125,236,648","149,254,863","355,538,604","-6,188,712",0,"21,428,334","124,993,331","6,606,540",0,"23,724,899",0,"11,119,442","4,171,967",0,0,"23,211,114","42,901,531","18,650,663","50,658,455","92,341,685",0,"5,160,820","87,735,369","705,535","64,525",0,"-9,787,241","239,338","152,645",0,0,"70,361,112","23,773,977","61,668,403","9,662,994",0,"26,159","925,432","44,976,693","10,752,809","68,912,884","21,840,656","102,157,407","58,119,159","10,745,289","9,808,499","29,117,150","53,382,733","13,263,499","956,889","3,063,150","9,981,023","22,306,321","97,789,867",0,"96,176,091","10,019,212","7,423,343",0,"211,408,513","58,834,956","224,399","191,623,665","-39,274,507","211,408,513","18,411,589","186,964,053","-159,812,754","58,746,829","19,646,159","107,370,115","11,194,024",0,0,"5,197,661","192,197,661","573,996","791,233","187,000,000","1,311",547,"2,445,697","370,386","2,816,083",323,20,"170,346","472,821","750,210","26,186","299,236","198,262","322,267","117,778","62,998","25,593","945,748","282,827","415,163","12,175","540,103","96,554","153,127",0,"1,102,997","326,971","477,547","20,538","610,495","111,016","166,519",0,
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,01/01/2020,12/31/2020,366,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,913,Non-Profit,General,Comparable,,626-445-4441,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,DAN F. AUSMAN,CEO/PRESIDENT,WWW.METHODISTHOSPITAL.ORG,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,JACLYN BRIGGS,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,,05-0238,HSC30238F,ZZT30238F,324,324,197,"33,840","13,316","4,156","5,841",0,793,"12,408",103,"1,214","71,671","4,701","2,749",643,"1,180",0,158,"3,182",23,268,"12,904",294,0,0,30,0,0,"63,709",0,0,"7,962",0,0,"12,203",0,0,701,0,0,60.4,60.4,5.6,5.6,24,"2,414","1,202","11,769","11,118","2,668","10,785",0,"1,030","22,296",318,"2,132","62,116","39,212","5,890",0,"24,073",0,12,"399,120","174,473","5,792","2,437",868,440,"1,629,196,980","1,352,867,638",0,"276,329,342","18,600,894","288,253,630","6,676,606","36,045,627",0,0,0,"42,722,233","493,570,082","123,224,552","1,012,402,346","528,003,935","274,541,361","75,289,949","111,634,031",0,"8,708,593","246,570,016","2,045,548","13,721,125","1,260,514,558","78,137,692","74,051,059","18,357,600","60,437,503",0,"5,913,474","118,483,732","1,725,710","11,575,652","368,682,422","485,061,449","292,927,041","84,875,367","156,461,765",0,0,"10,677,173","268,947,160","4,397,622",0,"3,812,935",0,"45,707,126",0,0,0,0,"120,826,259","55,504,748","417,408","263,439",0,"3,936,319","93,858,538","1,308","1,521,323",0,0,"3,052,474","32,993,153",0,0,"65,872,292","15,622,093","78,277,863",0,0,0,0,"41,399,155","7,592,721","59,272,370","20,217,136","112,346,129","20,779,220","6,630,114","19,376,209","49,051,074","21,351,705","13,883,435","5,644,941","984,291","11,642,146","26,564,366","355,816,274",0,"213,935,271","9,540,327","16,659,764",0,"595,951,636","85,345,480","3,520,918","263,988,597","243,096,641","595,951,636","47,904,516","117,190,683","-74,597,198","226,320,865","213,111,401","459,298,669","245,363,398",0,0,"260,289,402","268,508,597","4,520,000","142,351","142,351","1,222",564,"2,627,656","305,105","2,932,761",545,0,"176,482","555,314","819,510","13,723","257,824","315,463",0,"98,615","82,440","308,285","939,484","164,045","535,239",0,"507,055","141,465","340,368",0,"1,051,030","185,839","594,450",0,"527,373","158,031","416,038",0,
106190958,METROPOLITAN STATE HOSPITAL,07/01/2019,06/30/2020,366,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,921,State,Specialty,State,,562-863-7011,11401 S. BLOOMFIELD AVENUE,NORWALK,90650,MICHAEL BARSOM,EXECUTIVE DIRECTOR,WWW.DSH.CA.GOV,STATE OF CALIFORNIA,RENU SINGH,DEPARTMENT OF STATE HOSPITALS,,05-4133,,,"1,106","1,106",901,"133,081",0,0,0,0,396,0,0,"166,818","300,295",277,0,0,0,0,20,0,0,525,822,0,976,0,0,130,0,0,"257,547",0,0,"42,748",0,0,705,0,0,117,0,74.2,74.2,365.3,365.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"267,714,950","65,979",0,"267,648,971",0,"267,714,950","-65,979","65,979",0,0,0,0,"223,666,285",0,"44,048,665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,744",0,0,0,0,0,"5,179",0,0,0,0,0,"58,056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106410852,MILLS-PENINSULA MEDICAL CENTER,01/01/2020,12/31/2020,366,Audited,Incl. Ind. Audit Adj.,San Mateo,4,427,Non-Profit,General,Comparable,,650-696-5400,1501 TROUSDALE DRIVE,BURLINGAME,94010,JANET WAGNER,CEO,MILLS-PENINSULA.ORG,SUTTER BAY HOSPITALS,YULIANA KLUKA,SUTTER HEALTH,,05-0007,HSC30007G,HSP30007G,301,301,161,"17,184","10,632","5,172","3,515",0,"1,082","15,186",352,368,"53,491","5,045","3,005",783,"1,095",0,308,"4,980",117,136,"15,469",241,60,0,0,0,0,"42,423","11,068",0,0,0,0,"13,858","1,611",0,0,0,0,48.6,48.6,3.5,3.5,0,0,0,"12,505","7,311","1,726","12,375",0,"2,388","26,264",394,"2,437","65,400","41,171","9,703",0,"14,082","8,989",20,"398,157","477,861","2,491","6,460","1,172",434,"1,662,763,625","1,122,085,187","75,911,180","616,589,618","30,958,614","621,494,257","26,053,975","10,835,928","12,582,145",0,0,"24,307,758","346,038,175","188,670,176","1,128,055,274","315,609,473","189,044,049","55,275,582","65,231,569",0,"20,620,249","241,294,207","5,053,609","4,997,003","897,125,741","213,594,727","116,319,329","7,829,096","59,853,982",0,"19,660,395","335,261,174","6,111,669","7,007,512","765,637,884","420,611,713","269,462,076","39,969,505","107,629,715",0,0,"24,101,183","231,363,320","6,463,619",0,"12,503,005",0,"9,981,051","31,244,736",0,0,"44,666,444","107,562,633","66,989,729","22,622,005","17,007,655",0,"14,853,610","386,703,899",0,"850,087",0,"59,899,090","605,389","1,059,821",0,0,"105,458,160","32,182,160","177,831,600","33,937,438","15,701,678","875,358","2,218,156","95,603,183","26,790,294","81,986,106","48,910,124","184,188,513","92,902,162","20,781,855","21,309,529","69,949,973","142,732,988","44,474,249","5,163,896","2,645,779","10,550,672","26,794,641","109,263,318",0,"456,484,761","5,042,950","8,972,498","39,235,155","618,998,682","118,357,919","651,714","348,574,152","151,414,897","618,998,682",0,"246,196,169","-178,631,719","783,325,083","191,964,233","1,027,659,180","571,174,419",0,0,"304,433,015","348,574,152",0,"1,955,634","771,187","2,367","1,050","4,715,709","389,488","5,105,197",772,0,"272,403","1,354,359","1,628,646","18,527","384,029","484,277","386,703","4,313","153,679","28,773","1,645,507","367,176","1,764,892","8,413","618,573","71,509","237,807","1,832","1,768,362","393,438","1,893,575","9,075","695,642","82,280","260,740","2,085",
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,01/01/2020,12/31/2020,366,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,905,Investor,General,Comparable,,818-787-2222,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,JAMES THEIRING,CEO,WWW.MCHONLINE.ORG,"DEANCO HEALTHCARE, LLC",HISOON KWON,"HEALTHQUEST CONSULTING, INC.",,05-0704,HSC30704F,,145,145,120,"11,368","4,336","16,436","5,305",0,"1,439","1,202",317,911,"41,314","1,597",748,"2,435",973,0,444,271,102,291,"6,861",84,61,0,0,0,0,"24,498","16,816",0,0,0,0,"4,339","2,522",0,0,0,0,77.8,77.8,6,6,0,0,0,"16,670","2,136","3,337","4,776",0,"1,257","1,241",171,"1,011","30,599","19,977",0,0,"1,890","9,787",4,"230,490","52,010","1,826",422,0,0,"586,697,841","440,861,521","24,607,602","170,443,922","11,407,871","190,332,272","-8,480,479","1,625,000","33,001",0,0,"-6,888,480","219,536,413","39,774,962","327,386,466","128,509,492","64,249,953","70,173,848","129,525,990",0,"68,314,580","21,217,155","3,172,638","9,117,911","494,281,567","16,770,004","7,078,262","19,245,866","26,791,350",0,"11,262,898","4,919,286","910,688","5,437,920","92,416,274","106,484,021","60,091,401","49,937,206","110,580,109","-6,940,873",0,"55,754,529","21,311,769","13,826,697",0,"29,168,494",0,"648,168",0,"24,607,602",0,0,"38,795,475","11,236,814","26,770,395","64,912,651",0,"23,822,949","4,824,672",0,"80,966",0,0,0,0,0,0,"47,808,447","9,432,556","32,121,056","24,533,333","5,574,269",0,0,"19,896,189","3,705,853","42,845,844","4,414,725","52,047,094","12,743,573","3,806,424","16,199,813","22,640,968","48,306,819","1,358,015","5,264,761","1,713,258","227,848","26,023,699","100,795,468",0,"9,243,944",0,0,0,"110,039,412","110,547,161",0,"2,279,702","-2,787,451","110,039,412","27,048,722","328,290,841","-303,740,612","4,276,067","10,964,819","16,331,377","7,087,433",0,"208,768",0,"2,357,499","77,797","3,764,094","2,148,731",709,338,"1,429,997","193,868","1,623,865",183,0,"145,407","303,817","323,666","68,521","203,474","165,660","58,250","12,619","107,636","40,947","698,934","118,824","210,362",0,"181,840","79,301","140,736",0,"777,857","131,528","262,595",0,"210,716","85,396","155,773",0,
106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,07/01/2019,06/30/2020,366,Audited,Excl. Ind. Audit Adj.,Orange,13,1017,Non-Profit,General,Comparable,,949-364-1400,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,EILEEN HAUBL,SENIOR VP AND CFO,WWW.MISSION4HEALTH.COM,ST. JOSEPH HEALTH SYSTEM,SCOTT YASUDA,"TOYON ASSOCIATES, INC.",2,05-0567,1992752315,,526,526,227,"23,208","13,447","6,914","6,946",0,"1,392","22,277",113,"1,273","75,570","5,163","2,992","1,265","1,809",0,360,"5,664",29,296,"17,578",430,36,38,22,0,0,"60,355","7,036","2,965","5,214",0,0,"15,450","1,076",591,461,0,0,39.3,39.3,4.3,4.3,19,"4,455","2,374","80,443","53,557","9,062","29,391",0,"14,731","129,835",358,"21,216","338,593","77,887",0,0,"222,398",390,13,"724,831","435,902","4,046","3,989","1,627",731,"2,760,360,487","2,168,840,008","56,266,095","647,786,574","32,821,302","662,721,067","17,886,809","11,403,600","22,393,868",0,0,"6,896,541","433,115,413","364,608,975","1,962,636,099","476,917,351","301,640,400","87,635,156","135,353,343",0,"65,078,642","411,996,691","1,589,550","24,062,420","1,504,273,553","304,898,604","220,868,019","38,088,092","118,948,351",0,"92,478,545","440,864,962","1,329,541","38,610,820","1,256,086,934","660,182,876","471,977,627","87,143,690","184,651,307",0,0,"44,654,864","541,227,765","30,071,365",0,"30,469,794",0,"118,460,720","25,587,741",0,0,"30,678,354","120,487,752","75,634,697","32,757,052","63,875,213",0,"22,030,692","325,156,353",0,"7,844,815",0,0,"429,470","5,212,880",0,0,"100,197,894","47,923,540","193,602,323","7,370,374","11,278,773","3,196",0,"96,523,583","15,046,244","163,139,796","27,635,344","177,162,777","78,269,107","26,463,946","15,400,756","106,452,039","149,478,374","35,252,036","4,346,373","2,613,980","6,468,182","60,813,497","159,010,128","21,435,518","337,522,040","9,247,643","31,707,419","5,006,166","563,928,914","152,493,763",0,"266,195,994","145,239,157","563,928,914","39,280,655","212,022,291","-136,974,200","356,761,625","236,500,814","669,257,073","331,735,033",0,"75,063,270","160,125,091","271,195,994","5,000,000","21,200,255","5,495,101","2,089",901,"4,028,185","469,494","4,497,679",572,0,"537,626","1,007,177","1,200,437","1,676","528,460","208,074","390,173","1,922","144,435","8,205","1,194,457","468,500","1,208,407",0,"651,688","10,144","469,997","24,992","1,352,815","526,530","1,350,716",0,"725,002","10,760","504,994","26,862",
